total_rank,snatch_rank,cleanjerk_rank,name,athlete_id,birthday,gender,nation,group,category,dq,old_classes,event_id,snatch_lift1,snatch_lift2,snatch_lift3,snatch_best,cleanjerk_lift1,cleanjerk_lift2,cleanjerk_lift3,cleanjerk_best,total
2,2,2,KIM Kyong-Mo,NA,1980-04-17,NA,NA,A,56 kg Men,0,1,316,100,105,-110,105,130,135,-142.5,135,240
3,3,3,GARCIA Wilfredo Luis,NA,1981-01-18,NA,NA,A,56 kg Men,0,1,316,95,100,102.5,102.5,125,-132.5,-132.5,125,227.5
4,4,4,AKHMETGALIEV Rustem,NA,1977-10-06,NA,NA,A,56 kg Men,0,1,316,-85,85,90,90,105,-110,110,110,200
5,5,5,DELIVA Miguel,NA,1975-11-12,NA,NA,A,56 kg Men,0,1,316,70,75,-77.5,75,60,NA,NA,60,135
1,2,1,TURCOTTE Maryse,NA,1975-02-23,NA,NA,A,58 kg Women,0,1,316,85,-90,90,90,115,117.5,120,120,210
2,1,2,JIMENEZ Mendivil Soraya,NA,1977-08-05,NA,NA,A,58 kg Women,0,1,316,87.5,90,-92.5,90,-115,-115,115,115,205
3,3,3,DANEKOVA Dagmar,NA,1978-02-20,NA,NA,A,58 kg Women,0,1,316,82.5,-85,85,85,102.5,105,107.5,107.5,192.5
4,4,4,TAIRA Tomomi,NA,1979-06-15,NA,NA,A,58 kg Women,0,1,316,70,75,-77.5,75,92.5,-97.5,97.5,97.5,172.5
5,5,5,OROZCO Ana Yedid Urena,NA,1981-03-03,NA,NA,A,58 kg Women,0,1,316,70,-75,-75,70,-90,90,-95,90,160
6,6,6,LECLERC Gail,NA,1974-04-30,NA,NA,A,58 kg Women,0,1,316,60,-62.5,-62.5,60,77.5,-80,80,80,140
1,1,1,PENG Chongdong,NA,1978-11-18,NA,NA,A,62 kg Men,0,1,316,120,125,NA,125,155,160,NA,160,285
2,2,2,IMAMURA Toshio,NA,1979-12-25,NA,NA,A,62 kg Men,0,1,316,112.5,115,117.5,117.5,145,-150,-152.5,145,262.5
3,3,3,MEDRANO Toj Luis Enrique,NA,1976-09-09,NA,NA,A,62 kg Men,0,1,316,110,-115,115,115,135,140,142.5,142.5,257.5
4,4,4,ARIAS Edwin Nieves-Arias,NA,1977-07-22,NA,NA,A,62 kg Men,0,1,316,95,-100,100,100,127.5,-132.5,-132.5,127.5,227.5
5,5,5,BLOUIN Patrick,NA,1978-09-08,NA,NA,A,62 kg Men,0,1,316,-92.5,92.5,97.5,97.5,115,-120,-120,115,212.5
6,6,6,CEA Richard,NA,1979-08-21,NA,NA,A,62 kg Men,0,1,316,72.5,77.5,-82.5,77.5,92.5,97.5,-102.5,97.5,175
1,1,1,DIAO Weiwei,NA,1979-08-11,NA,NA,A,63 kg Women,0,1,316,95,100,-102.5,100,115,120,125,125,225
2,2,2,LIN Yu-Ming,NA,1979-10-22,NA,NA,A,63 kg Women,0,1,316,80,-85,-85,80,102.5,105,-107.5,105,185
3,3,3,ACOSTA VALDEZ Luz Mercedes,NA,1980-12-22,NA,NA,A,63 kg Women,0,1,316,75,80,-82.5,80,95,97.5,-105,97.5,177.5
4,4,4,TSAKIRI Anastasia,NA,1979-02-02,NA,NA,A,63 kg Women,0,1,316,72.5,-77.5,77.5,77.5,90,97.5,-100,97.5,175
5,6,5,SANDHU Sophia,NA,1979-10-20,NA,NA,A,63 kg Women,0,1,316,-62.5,62.5,-70,62.5,87.5,-92.5,-95,87.5,150
6,5,7,NIGHTINGALE Melissa,NA,1981-07-03,NA,NA,A,63 kg Women,0,1,316,-65,-65,65,65,72.5,75,-80,75,140
7,7,6,JONES Rachel,NA,1978-11-10,NA,NA,A,63 kg Women,0,1,316,-60,60,-65,60,70,75,-80,75,135
8,8,8,HAUF Marlena,NA,1979-03-24,NA,NA,A,63 kg Women,0,1,316,50,52.5,55,55,-65,65,-70,65,120
1,3,1,CHOI Jae-Kyu,NA,1978-12-26,NA,NA,A,69 kg Men,0,1,316,130,-135,135,135,165,172.5,177.5,177.5,312.5
2,1,3,WANG Guohua,NA,1975-01-30,NA,NA,A,69 kg Men,0,1,316,140,-145,145,145,-165,165,-170,165,310
3,2,2,YANG Cunkang,NA,1978-07-14,NA,NA,A,69 kg Men,0,1,316,-135,135,140,140,160,170,-175,170,310
4,5,5,SIFOGIANNAKIS Antonis,NA,1976-04-28,NA,NA,A,69 kg Men,0,1,316,-117.5,117.5,122.5,122.5,152.5,157.5,-162.5,157.5,280
5,7,4,JIMENEZ Marvin,NA,1978-04-27,NA,NA,A,69 kg Men,0,1,316,115,-120,-120,115,-155,-155,157.5,157.5,272.5
6,6,6,OGAKI Aklira,NA,1979-12-03,NA,NA,A,69 kg Men,0,1,316,-120,-120,120,120,152.5,-157.5,-157.5,152.5,272.5
7,4,7,OWAN Tomoji,NA,1978-06-28,NA,NA,A,69 kg Men,0,1,316,120,125,-130,125,145,-150,-150,145,270
8,8,9,MEDINA LUGO Lazaro Humberto,NA,1976-03-28,NA,NA,A,69 kg Men,0,1,316,110,-115,-117.5,110,135,-140,-140,135,245
9,10,8,LAFLEUR Eric,NA,1981-03-24,NA,NA,A,69 kg Men,0,1,316,-105,105,-110,105,130,135,140,140,245
10,9,10,LETECHIPIA Lenin,NA,1980-02-13,NA,NA,A,69 kg Men,0,1,316,110,-115,-115,110,-132.5,132.5,-135,132.5,242.5
11,11,11,"NACHUM Amir",NA,1972-09-08,NA,NA,A,69 kg Men,0,1,316,102.5,-110,-110,102.5,130,-137.5,-137.5,130,232.5
1,1,1,LIN Weining,NA,1979-03-15,NA,NA,A,69 kg Women,0,1,316,102.5,107.5,-112.5,107.5,125,130,135,135,242.5
2,2,2,DIMAS FONTANALS Eva Maria,NA,1973-03-18,NA,NA,A,69 kg Women,0,1,316,87.5,92.5,95,95,107.5,112.5,-115,112.5,207.5
1,2,1,LASSEN Jean Elizabeth,NA,1980-09-26,NA,NA,A,75 kg Women,0,1,316,77.5,80,-85,80,97.5,100,107.5,107.5,187.5
2,3,2,SHIMOTAMARI Hitomi,NA,1981-10-13,NA,NA,A,75 kg Women,0,1,316,72.5,-77.5,77.5,77.5,92.5,-97.5,-100,92.5,170
NA,1,NA,XU Jiao,NA,1979-04-13,NA,NA,A,75 kg Women,0,1,316,105,-110,NA,105,NA,NA,NA,NA,NA
1,1,1,LIU Changzhu,NA,1977-02-16,NA,NA,A,77 kg Men,0,1,316,140,-145,-145,140,-180,180,-182.5,180,320
2,2,2,KISOGAWA Akira,NA,1979-05-14,NA,NA,A,77 kg Men,0,1,316,-132.5,132.5,-140,132.5,160,165,170,170,302.5
3,4,3,VAUGHN Chad Thomas,NA,1980-05-11,NA,NA,A,77 kg Men,0,1,316,-120,120,-130,120,-165,165,-167.5,165,285
4,3,4,MILMAN Evgeni,NA,1975-02-17,NA,NA,A,77 kg Men,0,1,316,115,-120,120,120,145,-155,-155,145,265
NA,NA,NA,CACERES Jesus Francisco,NA,1974-10-08,NA,NA,A,77 kg Men,0,1,316,-130,-130,-130,NA,NA,NA,NA,NA,NA
NA,NA,NA,GUMAN Viktor,NA,1976-04-15,NA,NA,A,77 kg Men,1,1,316,152.5,160,-162.5,NA,180,-185,-185,NA,NA
1,1,2,YUAN Aijun,NA,1977-04-07,NA,NA,A,85 kg Men,0,1,316,165,170,-172.5,170,-200,-200,200,200,370
2,2,1,ZHANG Yong,NA,1974-11-05,NA,NA,A,85 kg Men,0,1,316,150,-155,-155,150,190,-200,200,200,350
3,3,4,CHAE Yong-Ki,NA,1978-11-04,NA,NA,A,85 kg Men,0,1,316,-145,145,-150,145,175,180,-185,180,325
4,4,5,GALIPEAU Julien,NA,1981-01-29,NA,NA,A,85 kg Men,0,1,316,135,140,-145,140,-175,175,180,180,320
5,5,7,BEVEC Tomaz,NA,1979-08-16,NA,NA,A,85 kg Men,0,1,316,122.5,-127.5,127.5,127.5,145,150,-152.5,150,277.5
6,6,8,KRAJEWSKI Lukas,NA,1981-06-07,NA,NA,A,85 kg Men,0,1,316,-115,115,122.5,122.5,140,147.5,-155,147.5,270
7,7,6,ELLINGSON Richard,NA,1979-07-20,NA,NA,A,85 kg Men,0,1,316,-107.5,-107.5,107.5,107.5,145,-150,150,150,257.5
NA,NA,3,LOLIS Sotiris,NA,1976-10-02,NA,NA,A,85 kg Men,0,1,316,-145,-145,-145,NA,177.5,182.5,-187.5,182.5,NA
1,1,1,QIN Guang,NA,1975-04-16,NA,NA,A,94 kg Men,0,1,316,162.5,170,-172.5,170,200,212.5,NA,212.5,382.5
2,2,2,SMIRNOV Dimitri,NA,1973-07-19,NA,NA,A,94 kg Men,0,1,316,150,155,160,160,175,180,185,185,345
3,3,3,DIOSZEGI Sandor,NA,1979-04-18,NA,NA,A,94 kg Men,0,1,316,145,-150,-150,145,177.5,180,-182.5,180,325
4,4,5,PAPADOPOULOS Theocharis,NA,1977-02-10,NA,NA,A,94 kg Men,0,1,316,-145,-145,145,145,-175,175,-182.5,175,320
5,6,4,SANTAVY Dalas John,NA,1972-06-26,NA,NA,A,94 kg Men,0,1,316,135,140,-142.5,140,175,-180,180,180,320
6,5,6,"NAM Taek-Min",NA,1980-08-26,NA,NA,A,94 kg Men,0,1,316,120,130,140,140,170,-180,-182.5,170,310
7,7,7,SCHREINER Aaron,NA,1979-01-08,NA,NA,A,94 kg Men,0,1,316,120,127.5,-132.5,127.5,147.5,152.5,-157.5,152.5,280
8,8,8,VARNADORE Bruce,NA,1980-10-08,NA,NA,A,94 kg Men,0,1,316,-120,120,125,125,-147.5,147.5,-152.5,147.5,272.5
9,9,9,MARINEAU Frederik,NA,1981-09-18,NA,NA,A,94 kg Men,0,1,316,115,-120,-120,115,120,NA,NA,120,235
