total_rank,snatch_rank,cleanjerk_rank,name,athlete_id,birthday,gender,nation,group,category,dq,old_classes,event_id,snatch_lift1,snatch_lift2,snatch_lift3,snatch_best,cleanjerk_lift1,cleanjerk_lift2,cleanjerk_lift3,cleanjerk_best,total
13,13,15,LUNA-GRENIER Francis,NA,1987-05-24,NA,NA,A,62 kg Men,0,1,138,90,-95,95,95,-120,120,125,125,220
NA,NA,12,JOHNSON Derrick Rshone,NA,1985-01-06,NA,NA,A,62 kg Men,0,1,138,-107.5,-107.5,-107.5,NA,132.5,-137.5,-137.5,132.5,NA
NA,NA,10,KYRILLIDIS Dimitrios,NA,1985-03-21,NA,NA,A,62 kg Men,0,1,138,-112.5,-112.5,-112.5,NA,135,-140,-140,135,NA
1,1,1,SLIVENKO Oxana,NA,1986-12-20,NA,NA,A,63 kg Women,0,1,138,-92.5,92.5,97.5,97.5,115,120,125,125,222.5
2,3,3,EVSTIUKHINA Nadezhda,NA,1988-05-27,NA,NA,A,63 kg Women,0,1,138,95,-100,-100,95,115,120,-125,120,215
3,2,4,DAVYDOVA Natalya,NA,1985-06-22,NA,NA,A,63 kg Women,0,1,138,95,-100,-100,95,112.5,-117.5,117.5,117.5,212.5
4,5,2,WANG Liya,NA,1985-03-04,NA,NA,A,63 kg Women,0,1,138,85,90,-95,90,115,120,-122.5,120,210
5,8,5,COCOS Roxana Daniela,NA,1989-06-05,NA,NA,A,63 kg Women,0,1,138,77.5,82.5,85,85,107.5,112.5,115,115,200
6,6,8,ABDEL Rahim Hebatalla,NA,1984-12-08,NA,NA,A,63 kg Women,0,1,138,-90,90,-92.5,90,110,-112.5,-112.5,110,200
7,4,10,INCE Seda,NA,1985-10-04,NA,NA,A,63 kg Women,0,1,138,-90,92.5,-95,92.5,-105,105,-112.5,105,197.5
8,7,7,REINFRANK Anja,NA,1984-08-21,NA,NA,A,63 kg Women,0,1,138,82.5,87.5,-90,87.5,110,-115,-115,110,197.5
9,10,9,SMOSARSKA Justyna,NA,1986-09-05,NA,NA,A,63 kg Women,0,1,138,80,82.5,-85,82.5,100,102.5,107.5,107.5,190
10,13,11,GIRARD Christine,NA,1985-01-03,NA,NA,A,63 kg Women,0,1,138,80,-82.5,-82.5,80,-105,105,-110,105,185
11,12,14,LIAO Hsueh-Li,NA,1985-03-15,NA,NA,A,63 kg Women,0,1,138,-80,-80,80,80,97.5,-102.5,-105,97.5,177.5
12,11,15,HASHIDA Mayu,NA,1986-04-20,NA,NA,A,63 kg Women,0,1,138,80,-85,-85,80,-95,95,-100,95,175
13,14,16,QUARTON Emily,NA,1984-08-09,NA,NA,A,63 kg Women,0,1,138,-72.5,72.5,77.5,77.5,-95,-95,95,95,172.5
14,16,12,PANAGIOTIDOU Maria,NA,1985-07-16,NA,NA,A,63 kg Women,0,1,138,72.5,-77.5,-77.5,72.5,92.5,97.5,100,100,172.5
15,18,13,TOVAR Nancy,NA,1988-06-09,NA,NA,A,63 kg Women,0,1,138,65,-70,70,70,-95,95,100,100,170
16,15,17,SIMSEK Seda,NA,1985-12-27,NA,NA,A,63 kg Women,0,1,138,75,-80,-82.5,75,90,-95,-97.5,90,165
17,17,18,FUJIMOTO Kiyo T.,NA,1984-06-09,NA,NA,A,63 kg Women,0,1,138,65,70,-72.5,70,85,90,-95,90,160
NA,9,NA,NEDAREZAVA Volha,NA,1988-08-24,NA,NA,A,63 kg Women,0,1,138,77.5,82.5,-85,82.5,-100,-100,-100,NA,NA
1,2,1,LYU Xiaojun,NA,1984-07-27,NA,NA,A,69 kg Men,0,1,138,142.5,147.5,-152.5,147.5,-175,175,-180,175,322.5
2,1,5,YAO Yuewei,NA,1985-02-20,NA,NA,A,69 kg Men,0,1,138,145,150,152.5,152.5,167.5,-172.5,-172.5,167.5,320
3,3,3,BINAY Mete,NA,1985-01-19,NA,NA,A,69 kg Men,0,1,138,140,-145,145,145,165,170,-175,170,315
4,6,4,LAZARIDIS Vladimiros,NA,1987-03-29,NA,NA,A,69 kg Men,0,1,138,127.5,132.5,135,135,162.5,-167.5,167.5,167.5,302.5
5,4,6,DEMIREV Demir Manolov,NA,1984-08-31,NA,NA,A,69 kg Men,0,1,138,137.5,-142.5,-142.5,137.5,-165,-165,165,165,302.5
6,5,7,DE LUCA Giorgio,NA,1984-06-19,NA,NA,A,69 kg Men,0,1,138,125,130,135,135,155,-160,160,160,295
7,7,12,KASTSIAN Vasili,NA,1986-04-29,NA,NA,A,69 kg Men,0,1,138,130,-135,135,135,155,-162.5,-162.5,155,290
8,8,10,ROJAS Maiker,NA,1984-05-15,NA,NA,A,69 kg Men,0,1,138,120,125,127.5,127.5,152.5,-157.5,157.5,157.5,285
9,12,9,ROSU Alexandru,NA,1987-04-30,NA,NA,A,69 kg Men,0,1,138,120,125,-127.5,125,152.5,157.5,160,160,285
10,10,11,OZ Omer,NA,1985-03-28,NA,NA,A,69 kg Men,0,1,138,-125,-125,125,125,155,-160,-160,155,280
11,11,16,KIM Sun-Bae,NA,1986-12-16,NA,NA,A,69 kg Men,0,1,138,120,125,-130,125,-150,150,-157.5,150,275
12,9,19,MOLDODOSOV Kutman,NA,1982-05-06,NA,NA,A,69 kg Men,0,1,138,120,125,127.5,127.5,-145,145,-150,145,272.5
13,13,18,HUANG Kuo-Shu,NA,1984-01-17,NA,NA,A,69 kg Men,0,1,138,120,-125,-125,120,-147.5,-147.5,147.5,147.5,267.5
14,14,14,REFAY Said,NA,1985-11-10,NA,NA,A,69 kg Men,0,1,138,115,-120,-120,115,145,150,-152.5,150,265
15,15,15,TOGOEV Nurullo,NA,1986-05-04,NA,NA,A,69 kg Men,0,1,138,110,115,-120,115,145,-150,150,150,265
16,17,17,SARKISIAN David,NA,1986-12-27,NA,NA,A,69 kg Men,0,1,138,112.5,-117.5,-117.5,112.5,145,150,-152.5,150,262.5
17,16,22,CHERABA Abdelfettah,NA,1984-11-23,NA,NA,A,69 kg Men,0,1,138,110,115,-120,115,-140,140,-145,140,255
18,18,20,SKAVICIUS Arturas,NA,1986-03-28,NA,NA,A,69 kg Men,0,1,138,110,-115,-115,110,140,-145,-145,140,250
19,19,21,LIN Chung-Chin,NA,1984-02-10,NA,NA,A,69 kg Men,0,1,138,110,-115,-115,110,140,-145,-145,140,250
20,20,23,KOCETOVS Aleksandr,NA,1987-09-10,NA,NA,A,69 kg Men,0,1,138,107.5,-110,-110,107.5,127.5,-132.5,132.5,132.5,240
NA,NA,13,KAZEMI Gholamreza,NA,1984-09-16,NA,NA,A,69 kg Men,0,1,138,-125,-125,-125,NA,155,-160,-162.5,155,NA
NA,NA,2,FIKRETOV Mehmed,NA,1986-11-18,NA,NA,A,69 kg Men,0,1,138,-130,-130,-130,NA,137.5,-172.5,172.5,172.5,NA
NA,NA,8,DOBRJANSKY Roman,NA,1985-04-07,NA,NA,A,69 kg Men,0,1,138,-140,-140,-140,NA,160,-170,NA,160,NA
1,1,1,KISELEVA Olga,NA,1984-10-10,NA,NA,A,69 kg Women,0,1,138,100,105,107.5,107.5,125,132.5,137.5,137.5,245
2,2,2,HU Xujing,NA,1984-03-07,NA,NA,A,69 kg Women,0,1,138,100,-105,105,105,127.5,135,-140,135,240
3,4,3,FERNANDEZ Tatiana,NA,1984-11-04,NA,NA,A,69 kg Women,0,1,138,97.5,-102.5,-102.5,97.5,110,-115,-117.5,110,207.5
4,8,4,OSTAPSKA Katarzyna Anna,NA,1988-02-25,NA,NA,A,69 kg Women,0,1,138,77.5,80,-82.5,80,100,105,-107.5,105,185
5,6,5,GRADZKA Malwina,NA,1986-05-05,NA,NA,A,69 kg Women,0,1,138,-80,-80,82.5,82.5,100,102.5,-105,102.5,185
6,5,6,VALENZUELA Priscila,NA,1984-11-18,NA,NA,A,69 kg Women,0,1,138,-85,85,-87.5,85,-100,-100,100,100,185
7,7,10,TSOULIA Natalia,NA,1985-02-23,NA,NA,A,69 kg Women,0,1,138,-77.5,77.5,82.5,82.5,85,90,-95,90,172.5
8,9,9,AMADIO Kristie,NA,1985-02-20,NA,NA,A,69 kg Women,0,1,138,72.5,77.5,-80,77.5,87.5,92.5,-95,92.5,170
9,11,7,LYNCH Kelly,NA,1989-05-05,NA,NA,A,69 kg Women,0,1,138,67.5,72.5,-75,72.5,97.5,-102.5,-102.5,97.5,170
10,10,8,VAN TIENEN Belinda,NA,1986-11-04,NA,NA,A,69 kg Women,0,1,138,70,75,-77.5,75,85,90,95,95,170
11,12,11,FIGUEROA Patricia,NA,1987-05-16,NA,NA,A,69 kg Women,0,1,138,-65,65,-70,65,82.5,87.5,-90,87.5,152.5
NA,3,NA,ZHANG Shaoling,NA,1984-11-04,NA,NA,A,69 kg Women,0,1,138,102.5,105,-107.5,105,NA,NA,NA,NA,NA
NA,3,NA,ZHANG Shaoling,NA,1984-11-04,NA,NA,A,69 kg Women,0,1,138,102.5,105,-107.5,105,NA,NA,NA,NA,NA
NA,NA,NA,CALLES Celenia,NA,1984-05-25,NA,NA,A,69 kg Women,1,1,138,80,-85,NA,NA,97.5,102.5,-105,NA,NA
1,2,1,RAMADAN MOHAMED Nahla,NA,1985-04-04,NA,NA,A,75 kg Women,0,1,138,110,115,-118,115,137.5,142.5,145,145,260
2,1,2,PODOBEDOVA Svetlana,NA,1986-05-25,NA,NA,A,75 kg Women,0,1,138,105,110,115,115,135,140,142.5,142.5,257.5
2,1,2,PODOBEDOVA Svetlana,NA,1986-05-25,NA,NA,A,75 kg Women,0,1,138,105,110,115,115,135,140,142.5,142.5,257.5
3,3,3,YU Honglian,NA,1985-01-10,NA,NA,A,75 kg Women,0,1,138,102.5,-107.5,-107.5,102.5,120,125,-130,125,227.5
4,4,6,KULESHA Iryna,NA,1986-06-26,NA,NA,A,75 kg Women,0,1,138,90,95,-100,95,105,-110,110,110,205
5,5,4,KRANZ Yvonne,NA,1984-06-09,NA,NA,A,75 kg Women,0,1,138,85,87.5,90,90,-110,-110,110,110,200
6,6,5,IVANENKA Natallia,NA,1984-04-07,NA,NA,A,75 kg Women,0,1,138,85,90,-95,90,105,-110,110,110,200
