total_rank,snatch_rank,cleanjerk_rank,name,athlete_id,birthday,gender,nation,group,category,dq,old_classes,event_id,snatch_lift1,snatch_lift2,snatch_lift3,snatch_best,cleanjerk_lift1,cleanjerk_lift2,cleanjerk_lift3,cleanjerk_best,total
5,NA,NA,KOSTOVA Boyanka Minkova,NA,1993-05-10,NA,NA,A,53 kg Women,0,1,48,75,78,-80,78,95,100,102,102,180
6,NA,NA,GUERRERO GONZALEZ Abigail,NA,1978-07-18,NA,NA,A,53 kg Women,0,1,48,77,-79,-79,77,95,98,101,101,178
7,NA,NA,LACHAUME ANDRIEUX Virginie C. R.,NA,1980-03-21,NA,NA,A,53 kg Women,0,1,48,73,75,77,77,93,96,-98,96,173
8,NA,NA,ROWINSKA Malwina,NA,1986-11-06,NA,NA,A,53 kg Women,0,1,48,73,-76,-76,73,100,-103,-103,100,173
9,NA,NA,ULYANOVA Svetlana,NA,1979-08-29,NA,NA,B,53 kg Women,0,1,48,70,74,-76,74,90,95,-100,95,169
10,NA,NA,BERCHI Dana Alexandra,NA,1990-03-11,NA,NA,B,53 kg Women,0,1,48,67,70,73,73,90,95,-97,95,168
11,NA,NA,SCRIDON Anca,NA,1989-05-17,NA,NA,B,53 kg Women,0,1,48,68,71,-75,71,90,93,-95,93,164
12,NA,NA,BERNTSSON Lena Carina,NA,1978-11-04,NA,NA,B,53 kg Women,0,1,48,66,69,71,71,85,-91,-91,85,156
13,NA,NA,FLEURY Laura,NA,1988-01-07,NA,NA,B,53 kg Women,0,1,48,-64,64,68,68,82,84,-86,84,152
14,NA,NA,TRIFONOV Daria,NA,1991-07-23,NA,NA,B,53 kg Women,0,1,48,70,-73,-73,70,80,-85,-85,80,150
15,NA,NA,De COSTER Sarah,NA,1986-01-09,NA,NA,B,53 kg Women,0,1,48,62,-65,-65,62,79,-83,-83,79,141
1,NA,NA,GOEGEBUER Tom Richard,NA,1975-03-27,NA,NA,A,56 kg Men,0,1,48,109,112,115,115,132,136,137,137,252
2,NA,NA,DELLINO Vito,NA,1982-04-16,NA,NA,A,56 kg Men,0,1,48,105,-109,109,109,135,138,-143,138,247
3,NA,NA,GRABUCEA Igor,NA,1976-04-29,NA,NA,A,56 kg Men,0,1,48,-110,-110,110,110,130,134,136,136,246
4,NA,NA,ARTUC Sedat,NA,1976-06-09,NA,NA,A,56 kg Men,0,1,48,-110,110,-115,110,135,-137,-142,135,245
5,NA,NA,DUDOGLO Iuri,NA,1991-07-09,NA,NA,A,56 kg Men,0,1,48,-108,108,-111,108,126,132,-136,132,240
5,NA,NA,DUDOGLO Iuri,NA,1991-07-09,NA,NA,A,56 kg Men,0,1,48,-108,108,-111,108,126,132,-136,132,240
6,NA,NA,"NAZIF Ferdi",NA,1989-09-22,NA,NA,A,56 kg Men,0,1,48,-104,104,108,108,131,-134,-135,131,239
7,NA,NA,GULBEYI Akti,NA,1980-04-15,NA,NA,A,56 kg Men,0,1,48,-107,-107,107,107,131,-136,-137,131,238
8,NA,NA,OLARU Gabriel,NA,1988-11-23,NA,NA,A,56 kg Men,0,1,48,95,-100,100,100,131,-136,-137,131,231
9,NA,NA,GISCAN Marius,NA,1988-07-13,NA,NA,B,56 kg Men,0,1,48,90,95,-98,95,120,126,129,129,224
10,NA,NA,ANDRIEUX Sylvain,NA,1981-12-26,NA,NA,B,56 kg Men,0,1,48,95,-98,98,98,120,124,125,125,223
11,NA,NA,BONNEL Eric,NA,1974-08-18,NA,NA,B,56 kg Men,0,1,48,100,-105,-105,100,-123,-123,123,123,223
12,NA,NA,PRZEPIORKIEWICZ Maciej,NA,1987-11-14,NA,NA,B,56 kg Men,0,1,48,94,-98,98,98,-125,125,-128,125,223
13,NA,NA,GUIRADO GARCIA Francisco Javier,NA,1985-11-24,NA,NA,B,56 kg Men,0,1,48,100,105,-107,105,117,-123,-123,117,222
14,NA,NA,MURADOV Asen Selimov,NA,1991-08-01,NA,NA,B,56 kg Men,0,1,48,-98,98,103,103,118,-125,-125,118,221
15,NA,NA,OTERO MARTINEZ Michael Steven,NA,1990-07-29,NA,NA,B,56 kg Men,0,1,48,90,95,-97,95,-117,117,124,124,219
16,NA,NA,ADAM Robert,NA,1982-09-15,NA,NA,B,56 kg Men,0,1,48,-95,95,98,98,-120,-120,120,120,218
17,NA,NA,PALKOVIC Michal,NA,1985-10-28,NA,NA,B,56 kg Men,0,1,48,-94,94,-98,94,115,-119,121,121,215
NA,NA,NA,SAMUKASHVILI Zviadi,NA,1987-11-22,NA,NA,A,56 kg Men,0,1,48,95,-100,0,95,0,0,0,NA,NA
1,NA,NA,NOVIKAVA Nastassia,NA,1981-11-16,NA,NA,A,58 kg Women,0,1,48,92,94,96,96,116,120,-125,120,216
2,NA,NA,SHYMECHKO Yuliia,NA,1988-10-24,NA,NA,A,58 kg Women,0,1,48,88,92,95,95,114,117,-121,117,212
3,NA,NA,BEGAJ Romela,NA,1986-11-02,NA,NA,A,58 kg Women,0,1,48,93,-96,96,96,111,-115,-115,111,207
4,NA,NA,COCOS Roxana Daniela,NA,1989-06-05,NA,NA,A,58 kg Women,0,1,48,85,90,-92,90,114,-118,-118,114,204
5,NA,NA,DERKACH Yuliya,NA,1986-06-22,NA,NA,A,58 kg Women,0,1,48,-85,85,-87,85,102,105,107,107,192
5,NA,NA,DERKACH Yuliya,NA,1986-06-22,NA,NA,A,58 kg Women,0,1,48,-85,85,-87,85,102,105,107,107,192
6,NA,NA,CHIQUET Agnes Charlotta Monique,NA,1984-10-24,NA,NA,A,58 kg Women,0,1,48,79,82,-84,82,105,109,-111,109,191
7,NA,NA,MISHCHUK Iryna,NA,1990-04-12,NA,NA,A,58 kg Women,0,1,48,85,88,90,90,95,-100,-100,95,185
8,NA,NA,KASTRITSI Charikleia,NA,1983-04-11,NA,NA,A,58 kg Women,0,1,48,80,83,-85,83,95,100,-102,100,183
9,NA,NA,LAPOU Konstantina,NA,1990-03-11,NA,NA,A,58 kg Women,0,1,48,-83,85,87,87,95,-99,-99,95,182
10,NA,NA,EVERI Anna-Maria,NA,1987-04-28,NA,NA,B,58 kg Women,0,1,48,74,-76,76,76,-95,95,97,97,173
11,NA,NA,NIKOLOVA Ivelina,NA,1990-06-30,NA,NA,B,58 kg Women,0,1,48,75,78,80,80,93,-96,-96,93,173
12,NA,NA,PUPUTTI Jenni Maria,NA,1986-06-28,NA,NA,B,58 kg Women,0,1,48,74,77,-79,77,84,-88,88,88,165
13,NA,NA,EJSTRUP Christina Trier,NA,1985-04-28,NA,NA,B,58 kg Women,0,1,48,65,-68,-70,65,79,82,-84,82,147
NA,NA,NA,TEEUWEN Ingrid,NA,1981-03-30,NA,NA,B,58 kg Women,0,1,48,-45,-45,-50,NA,55,58,-61,58,NA
1,NA,NA,BILGIN Erol,NA,1987-02-20,NA,NA,A,62 kg Men,0,1,48,-130,130,133,133,155,-160,160,160,293
2,NA,NA,SULEYMANOV Zulfugar,NA,1982-11-02,NA,NA,A,62 kg Men,0,1,48,120,125,-127,125,152,-157,160,160,285
3,NA,NA,MINASIDIS Dimitris,NA,1989-04-29,NA,NA,A,62 kg Men,0,1,48,-122,125,127,127,149,152,157,157,284
4,NA,NA,SAHIN Higazi,NA,1982-12-24,NA,NA,A,62 kg Men,0,1,48,123,-125,-126,123,147,153,-157,153,276
5,NA,NA,SIRGHI Oleg,NA,1987-07-09,NA,NA,A,62 kg Men,0,1,48,112,116,118,118,150,-153,-156,150,268
6,NA,NA,DZELEPOV Stoycho,NA,1986-08-17,NA,NA,A,62 kg Men,0,1,48,117,-120,120,120,148,-151,-151,148,268
7,NA,NA,WISNIEWSKI Damian,NA,1986-11-23,NA,NA,A,62 kg Men,0,1,48,115,120,-122,120,-140,-140,140,140,260
8,NA,NA,GARCIA RUEDA Ivan,NA,1983-01-17,NA,NA,B,62 kg Men,0,1,48,110,115,-117,115,135,-140,140,140,255
9,NA,NA,LINTULA Toni Antero,NA,1989-05-15,NA,NA,B,62 kg Men,0,1,48,108,111,-113,111,128,132,135,135,246
10,NA,NA,SLABY Petr,NA,1983-11-25,NA,NA,B,62 kg Men,0,1,48,-130,103,-106,103,138,140,-144,140,243
11,NA,NA,HERNANDEZ MENDOZA Acoran Juan,NA,1990-12-30,NA,NA,B,62 kg Men,0,1,48,-110,-110,110,110,132,-137,-137,132,242
12,NA,NA,RUBINO Massimiliano,NA,1983-09-30,NA,NA,B,62 kg Men,0,1,48,105,-109,-110,105,130,135,-141,135,240
13,NA,NA,LERCH Zsolt,NA,1990-08-15,NA,NA,B,62 kg Men,0,1,48,100,105,108,108,120,-125,125,125,233
NA,NA,NA,CENAJ Siljan,NA,1987-09-03,NA,NA,B,62 kg Men,0,1,48,-98,98,-104,98,-122,-122,0,NA,NA
NA,NA,NA,VELICIU Ioan Forin,NA,1985-08-25,NA,NA,A,62 kg Men,0,1,48,-122,122,-124,122,-144,0,0,NA,NA
NA,NA,NA,BUCI Antoniu,NA,1990-01-21,NA,NA,A,62 kg Men,0,1,48,121,-125,-125,121,-149,-149,0,NA,NA
NA,NA,NA,URUMOV Vladimir Marinov,NA,1990-08-28,NA,NA,A,62 kg Men,0,1,48,117,-120,120,120,-146,-146,-148,NA,NA
1,NA,NA,SIMSEK Sibel,NA,1984-10-10,NA,NA,A,63 kg Women,0,1,48,103,105,108,108,125,128,-132,128,236
2,NA,NA,KASIRYE Ruth Nanozzi,NA,1982-06-10,NA,NA,A,63 kg Women,0,1,48,101,104,107,107,124,-128,-128,124,231
3,NA,NA,TSARUKAEVA Svetlana,NA,1987-12-25,NA,NA,A,63 kg Women,0,1,48,95,100,103,103,120,125,128,128,231
4,NA,NA,DALUZYAN Meline,NA,1988-04-20,NA,NA,A,63 kg Women,0,1,48,-100,100,-104,100,120,125,128,128,228
5,NA,NA,GOTFRYD Marieta,NA,1980-09-11,NA,NA,A,63 kg Women,0,1,48,92,95,97,97,108,112,-114,112,209
6,NA,NA,ORSAGOVA Lenka,NA,1983-09-20,NA,NA,A,63 kg Women,0,1,48,87,-90,90,90,110,114,-117,114,204
7,NA,NA,SMOSARSKA Anna,NA,1985-07-25,NA,NA,A,63 kg Women,0,1,48,-88,88,90,90,109,-113,0,109,199
8,NA,NA,MERAL-SUNAR Muslime,NA,1982-07-16,NA,NA,A,63 kg Women,0,1,48,88,91,-93,91,-107,-107,107,107,198
9,NA,NA,STUKALAVA Tatsiana,NA,1975-10-03,NA,NA,B,63 kg Women,0,1,48,85,89,-92,89,100,105,108,108,197
10,NA,NA,OHMAN Marina,NA,1983-01-02,NA,NA,A,63 kg Women,0,1,48,-87,87,-89,87,-103,103,-105,103,190
11,NA,NA,RAMOS GONZALEZ Sheila,NA,1990-12-20,NA,NA,B,63 kg Women,0,1,48,75,80,-82,80,97,-102,102,102,182
12,NA,NA,VICENTE Antonia,NA,1979-08-30,NA,NA,B,63 kg Women,0,1,48,70,-74,74,74,90,-94,94,94,168
13,NA,NA,MUREANU Eliza,NA,1989-02-16,NA,NA,B,63 kg Women,0,1,48,63,67,-70,67,88,91,-94,91,158
14,NA,NA,NEVJESTIC Ljubica,NA,1988-01-01,NA,NA,B,63 kg Women,0,1,48,-62,-62,62,62,75,78,80,80,142
NA,NA,NA,HARJU Heidi Maria,NA,1981-12-11,NA,NA,B,63 kg Women,0,1,48,-80,80,-83,80,-97,-97,-97,NA,NA
1,NA,NA,MIRZOYAN Arakel,NA,1989-10-21,NA,NA,A,69 kg Men,0,1,48,145,151,-154,151,180,-185,185,185,336
2,NA,NA,DABAYA TIENTCHEU Vencelas,NA,1981-04-28,NA,NA,A,69 kg Men,0,1,48,144,147,-149,147,181,-185,186,186,333
2,NA,NA,DABAYA TIENTCHEU Vencelas,NA,1981-04-28,NA,NA,A,69 kg Men,0,1,48,144,147,-149,147,181,-185,186,186,333
3,NA,NA,LUKANIN Vladislav,NA,1984-10-28,NA,NA,A,69 kg Men,0,1,48,143,-147,147,147,177,183,-190,183,330
4,NA,NA,BAYRAMOV Afgan,NA,1983-10-14,NA,NA,A,69 kg Men,0,1,48,141,145,147,147,175,182,-186,182,329
5,NA,NA,MICULESCU Ninel,NA,1985-05-15,NA,NA,A,69 kg Men,0,1,48,145,-150,150,150,173,-178,-178,173,323
6,NA,NA,CELIL Ekrem,NA,1980-02-20,NA,NA,A,69 kg Men,0,1,48,138,142,-146,142,-172,-172,173,173,315
7,NA,NA,AGILLI Ekrem,NA,1987-08-20,NA,NA,A,69 kg Men,0,1,48,135,141,-146,141,-165,-165,165,165,306
8,NA,NA,SKVORODNYEV Oleksiy,NA,1980-12-05,NA,NA,B,69 kg Men,0,1,48,-131,131,-135,131,160,164,168,168,299
9,NA,NA,MORILLAS SANCHEZ Isaac Julian,NA,1988-10-16,NA,NA,B,69 kg Men,0,1,48,127,-132,132,132,163,-168,-168,163,295
10,NA,NA,CALJA Briken,NA,1990-02-19,NA,NA,B,69 kg Men,0,1,48,-130,133,-137,133,157,-163,0,157,290
11,NA,NA,SPAC Alexandr,NA,1989-11-21,NA,NA,B,69 kg Men,0,1,48,128,-132,-135,128,155,-160,160,160,288
12,NA,NA,GODELLI Daniel,NA,1992-01-10,NA,NA,B,69 kg Men,0,1,48,130,-135,-135,130,157,-162,-162,157,287
13,NA,NA,BOMBACI Maurizio,NA,1975-02-16,NA,NA,B,69 kg Men,0,1,48,117,-122,122,122,155,160,163,163,285
14,NA,NA,KUCZYNSKI Damian Lukasz,NA,1986-08-18,NA,NA,B,69 kg Men,0,1,48,-127,-129,129,129,-155,155,-160,155,284
15,NA,NA,KUUSISTO Mikko Johannes,NA,1982-07-22,NA,NA,B,69 kg Men,0,1,48,118,-122,-122,118,148,151,-155,151,269
NA,NA,NA,GRECO Emanuele,NA,1987-08-12,NA,NA,B,69 kg Men,0,1,48,-120,-120,-120,NA,150,-155,0,150,NA
NA,NA,NA,KAKOYAN Gevorg,NA,1985-09-12,NA,NA,A,69 kg Men,0,1,48,140,-145,-145,140,-160,-160,-160,NA,NA
NA,NA,NA,HASANOV Sardar,NA,1985-05-12,NA,NA,B,69 kg Men,1,1,48,125,132,138,NA,158,165,-172,NA,NA
1,NA,NA,SLIVENKO Oxana,NA,1986-12-20,NA,NA,A,69 kg Women,0,1,48,106,111,115,115,136,-140,140,140,255
2,NA,NA,AVDALYAN Nazik,NA,1986-10-31,NA,NA,A,69 kg Women,0,1,48,105,-110,110,110,135,-145,-145,135,245
3,NA,NA,MATVEEVA Tatiana,NA,1985-02-26,NA,NA,A,69 kg Women,0,1,48,98,102,-105,102,130,137,-141,137,239
4,NA,NA,ARTEMOVA Yulia,NA,1985-11-02,NA,NA,A,69 kg Women,0,1,48,103,106,108,108,123,127,130,130,238
5,NA,NA,MIZDAL Ewa Justyna,NA,1987-07-18,NA,NA,A,69 kg Women,0,1,48,92,95,97,97,112,115,117,117,214
6,NA,NA,BAIEVA Daria,NA,1988-03-31,NA,NA,A,69 kg Women,0,1,48,95,98,-100,98,108,113,-117,113,211
7,NA,NA,WEDOW Mandy Bianca,NA,1987-05-13,NA,NA,A,69 kg Women,0,1,48,89,92,94,94,108,111,-113,111,205
8,NA,NA,KRANZ Yvonne,NA,1984-06-09,NA,NA,A,69 kg Women,0,1,48,86,89,91,91,112,-116,-116,112,203
9,NA,NA,TROJCAKOVA Lucia,NA,1981-09-15,NA,NA,A,69 kg Women,0,1,48,-89,-89,89,89,106,-110,-110,106,195
10,NA,NA,BAZSO Bianka,NA,1988-01-24,NA,NA,B,69 kg Women,0,1,48,78,-82,-82,78,97,100,-103,100,178
11,NA,NA,GONZALES Chaxiraxi,NA,1990-05-01,NA,NA,B,69 kg Women,0,1,48,80,-83,-83,80,95,-100,-100,95,175
NA,NA,NA,MICU Denisse,NA,1987-10-30,NA,NA,B,69 kg Women,0,1,48,-65,-65,-65,NA,85,90,-93,90,NA
NA,NA,NA,KLADIVOVA Pavla,NA,1984-10-03,NA,NA,B,69 kg Women,0,1,48,-80,-80,-82,NA,95,100,-104,100,NA
NA,NA,NA,JORDALEN Anja-Evelin,NA,1987-12-07,NA,NA,A,69 kg Women,0,1,48,-86,-89,-89,NA,107,-110,-110,107,NA
1,NA,NA,ZABOLOTNAYA Natalya,NA,1985-08-15,NA,NA,A,75 kg Women,0,1,48,112,118,120,120,140,145,0,145,265
2,NA,NA,VALENTIN PEREZ Lidia,NA,1985-02-10,NA,NA,A,75 kg Women,0,1,48,112,117,120,120,-132,-132,132,132,252
3,NA,NA,MIRONYUK Nadiya,NA,1984-03-25,NA,NA,A,75 kg Women,0,1,48,103,106,108,108,125,130,-133,130,238
4,NA,NA,NOVAKOVICH Yuliya,NA,1989-05-06,NA,NA,A,75 kg Women,0,1,48,107,111,-116,111,118,-125,-128,118,229
5,NA,NA,PETKOVA Rumyana,NA,1982-10-15,NA,NA,A,75 kg Women,0,1,48,100,102,-105,102,-120,120,-123,120,222
5,NA,NA,PETKOVA Rumyana,NA,1982-10-15,NA,NA,A,75 kg Women,0,1,48,100,102,-105,102,-120,120,-123,120,222
6,NA,NA,BAYDAR Gulsah,NA,1984-09-14,NA,NA,A,75 kg Women,0,1,48,-95,95,101,101,110,118,-121,118,219
7,NA,NA,BOZHILOVA Desislava,NA,1986-01-12,NA,NA,A,75 kg Women,0,1,48,87,90,92,92,108,-111,0,108,200
8,NA,NA,ALONSO Raquel,NA,1988-12-30,NA,NA,B,75 kg Women,0,1,48,84,87,-89,87,103,107,111,111,198
9,NA,NA,BERNTSSON Annika,NA,1976-09-10,NA,NA,B,75 kg Women,0,1,48,83,85,-87,85,-102,102,105,105,190
10,NA,NA,ANANIADOU Eftychia,NA,1987-07-10,NA,NA,B,75 kg Women,0,1,48,83,-87,-87,83,100,-105,-105,100,183
NA,NA,NA,KHURSHUDYAN Hripsime,NA,1987-07-27,NA,NA,A,75 kg Women,1,1,48,111,116,-120,NA,137,-145,-150,NA,NA
1,NA,NA,CHARNIAK Mikalai,NA,1986-11-16,NA,NA,A,77 kg Men,0,1,48,150,155,-157,155,183,187,189,189,344
2,NA,NA,QERIMAJ Erkand,NA,1988-08-10,NA,NA,A,77 kg Men,0,1,48,152,-156,-156,152,186,190,-192,190,342
3,NA,NA,IVANENKO Dmitry,NA,1981-12-27,NA,NA,A,77 kg Men,0,1,48,151,155,156,156,181,-185,185,185,341
4,NA,NA,JAMILOV Namig,NA,1982-12-08,NA,NA,A,77 kg Men,0,1,48,146,151,-153,151,181,186,-188,186,337
5,NA,NA,CHRUSCIEWICZ Piotr Patryk,NA,1984-12-04,NA,NA,A,77 kg Men,0,1,48,-140,140,145,145,182,189,-193,189,334
6,NA,NA,ROSU Alexandru,NA,1987-04-30,NA,NA,A,77 kg Men,0,1,48,140,145,148,148,180,-186,-186,180,328
7,NA,NA,CHYKYDA Iurii,NA,1988-12-09,NA,NA,A,77 kg Men,0,1,48,150,-155,-155,150,170,175,-178,175,325
8,NA,NA,GUMAN Viktor,NA,1976-04-15,NA,NA,A,77 kg Men,0,1,48,150,155,-157,155,165,170,-175,170,325
9,NA,NA,SINCRAIAN Gabriel,NA,1988-12-21,NA,NA,A,77 kg Men,0,1,48,-143,-143,143,143,-177,-177,177,177,320
10,NA,NA,NYSTROM Johan,NA,1983-04-10,NA,NA,B,77 kg Men,0,1,48,-132,-132,132,132,-168,-168,168,168,300
