total_rank,snatch_rank,cleanjerk_rank,name,athlete_id,birthday,gender,nation,group,category,dq,old_classes,event_id,snatch_lift1,snatch_lift2,snatch_lift3,snatch_best,cleanjerk_lift1,cleanjerk_lift2,cleanjerk_lift3,cleanjerk_best,total
12,12,12,GONZALEZ CONTRERAS Azucena Abigail,NA,1997-04-26,NA,NA,B,53 kg Women,0,1,290,-60,60,64,64,72,76,78,78,142
13,13,13,SOVALBARRO COCA Ninoska Carolina,NA,1993-02-14,NA,NA,B,53 kg Women,0,1,290,51,56,58,58,66,-71,71,71,129
14,14,14,GUTIERREZ AVILES Eveling Jaoska,NA,1995-01-28,NA,NA,B,53 kg Women,0,1,290,52,55,-58,55,63,70,-73,70,125
15,15,15,CALDERON SALAZAR Karla Vanessa,NA,1994-07-27,NA,NA,B,53 kg Women,0,1,290,40,45,-51,45,50,60,66,66,111
1,1,1,DE LAS SALAS DE LA ROSA Habib,NA,1987-04-19,NA,NA,A,56 kg Men,0,1,290,111,-115,-115,111,140,147,-156,147,258
2,4,2,BARRERA SANDOVAL Francisco Javier,NA,1987-05-14,NA,NA,A,56 kg Men,0,1,290,100,105,-107,105,130,-135,136,136,241
3,2,6,PENA FERRERAS Ronald Ricardo,NA,1981-11-01,NA,NA,A,56 kg Men,0,1,290,105,108,-113,108,130,-135,-136,130,238
4,3,5,ZURITA VALLEJO Walter Freddy,NA,1993-11-18,NA,NA,A,56 kg Men,0,1,290,100,105,107,107,126,130,-135,130,237
5,6,3,JOSEPH Edouard,NA,1989-12-24,NA,NA,A,56 kg Men,0,1,290,100,-105,-106,100,128,132,135,135,235
6,5,4,SOTO Diego,NA,1988-01-28,NA,NA,A,56 kg Men,0,1,290,97,-101,103,103,125,131,-133,131,234
7,7,8,BARDALEZ Joao Marcos,NA,1993-07-30,NA,NA,A,56 kg Men,0,1,290,90,94,97,97,117,122,-126,122,219
9,8,9,CRUZ ESCOBAR Ramon Ernesto,NA,1995-05-23,NA,NA,A,56 kg Men,0,1,290,90,95,-100,95,115,120,-125,120,215
9,10,7,LOPEZ CARRANZA Brandy,NA,1998-10-15,NA,NA,A,56 kg Men,0,1,290,87,90,-93,90,120,-124,124,124,214
10,11,10,JIMENES Nahuel Carlos Daniel,NA,1996-06-21,NA,NA,A,56 kg Men,0,1,290,81,85,88,88,106,111,116,116,204
11,9,11,VASQUEZ MORALES Orlando Antonio,NA,1997-10-28,NA,NA,A,56 kg Men,0,1,290,87,92,-95,92,110,-115,-115,110,202
12,12,12,RAPALO ROMERO Marco Antonio,NA,1990-12-02,NA,NA,A,56 kg Men,0,1,290,80,85,-90,85,-105,105,-111,105,190
13,13,13,CARDENAS RAMIREZ Esteban Ignacio,NA,1993-07-06,NA,NA,A,56 kg Men,0,1,290,70,80,-85,80,90,100,-105,100,180
1,3,1,FIGUEROA ROLDAN Yusleidy Mariana,NA,1993-01-09,NA,NA,A,58 kg Women,0,1,290,90,-93,-93,90,112,114,119,119,209
2,1,2,REYES MARINEZ Yineisy Paola,NA,1993-11-08,NA,NA,A,58 kg Women,0,1,290,-88,88,92,92,108,-112,112,112,204
3,2,4,DOMINGUEZ LARA Monica Patricia,NA,1988-03-05,NA,NA,A,58 kg Women,0,1,290,-90,90,-93,90,109,-112,-114,109,199
4,4,3,HERNANDEZ CHAMORRO Jenifer Carolina,NA,1994-08-30,NA,NA,A,58 kg Women,0,1,290,80,85,87,87,105,108,110,110,197
5,5,5,DE AGUIAR GONCALVES Alexsandra,NA,1989-03-12,NA,NA,A,58 kg Women,0,1,290,75,80,85,85,100,-105,105,105,190
6,6,6,"NASCIMENTO PILOTO Bruna Luana",NA,1990-12-07,NA,NA,A,58 kg Women,0,1,290,77,82,-86,82,100,-105,-105,100,182
7,8,7,ARTOLA ARTOLA Silvia Del Socorro,NA,1985-04-05,NA,NA,A,58 kg Women,0,1,290,75,-80,-80,75,95,-100,100,100,175
8,7,8,SANDI PIZANGO Tessy Karen,NA,1996-11-20,NA,NA,A,58 kg Women,0,1,290,70,73,75,75,90,93,95,95,170
9,12,9,QUINONES Ambar,NA,1993-11-26,NA,NA,A,58 kg Women,0,1,290,67,-70,-72,67,87,90,95,95,162
10,10,11,PITER Jennifer Desiree Melinda,NA,1983-01-16,NA,NA,A,58 kg Women,0,1,290,70,-74,-74,70,88,92,-94,92,162
11,11,10,GONZALEZ CONTRERAS Santos Isabel,NA,1992-04-17,NA,NA,A,58 kg Women,0,1,290,67,69,-71,69,90,92,93,93,162
12,9,12,LANDRAU Stephanie,NA,1989-10-03,NA,NA,A,58 kg Women,0,1,290,67,70,72,72,85,-90,-90,85,157
13,13,13,MEGO CONTRERAS Shoely Mabel,NA,1999-08-12,NA,NA,A,58 kg Women,0,1,290,57,-60,60,60,74,77,-80,77,137
14,14,14,ORTIZ HERNANDEZ Emelin Graciela,NA,1997-06-01,NA,NA,A,58 kg Women,0,1,290,55,-58,58,58,65,-70,70,70,128
1,1,1,MOSQUERA VALENCIA Francisco Antonio,NA,1992-04-01,NA,NA,A,62 kg Men,0,1,290,121,124,-127,124,155,160,NA,160,284
2,2,4,LAZARO MAYKEL Ruiz Gasso,NA,1984-10-12,NA,NA,A,62 kg Men,0,1,290,115,120,123,123,145,150,NA,150,273
3,4,2,SALAMANCA PINEDA Julio Cesar,NA,1989-07-15,NA,NA,A,62 kg Men,0,1,290,110,115,117,117,150,154,-155,154,271
4,7,3,MONTES GONGORA Jose Lino,NA,1989-04-18,NA,NA,A,62 kg Men,0,1,290,-105,105,110,110,140,145,151,151,261
5,9,5,VAZQUEZ MENDEZ Antonio,NA,1993-08-12,NA,NA,A,62 kg Men,0,1,290,-110,110,-113,110,140,148,-152,148,258
6,3,8,MAYORA PERNIA Julio Ruben,NA,1996-09-02,NA,NA,A,62 kg Men,0,1,290,115,118,-121,118,-135,135,140,140,258
7,6,6,PRECIADO REYES Miguel Angel,NA,1994-11-03,NA,NA,A,62 kg Men,0,1,290,108,112,-115,112,135,138,141,141,253
8,5,10,PEGUERO Jose Alberto,NA,1988-09-14,NA,NA,A,62 kg Men,0,1,290,115,-118,-119,115,130,137,-140,137,252
9,8,7,ACOSTA GONZALEZ Julio Cesar,NA,1987-07-22,NA,NA,A,62 kg Men,0,1,290,110,-115,-115,110,-140,140,-146,140,250
10,10,9,DE LA ROSA BIBENE Efrain Antonio,NA,1986-06-09,NA,NA,A,62 kg Men,0,1,290,109,-115,-115,109,132,138,-144,138,247
11,11,12,BRITO COBO Sebastian Ruben,NA,1992-05-01,NA,NA,A,62 kg Men,0,1,290,102,-106,-106,102,127,-132,132,132,234
12,13,11,REYES Mendoza Alberto,NA,1997-05-07,NA,NA,A,62 kg Men,0,1,290,90,95,98,98,125,130,133,133,231
13,12,13,OLMEDO ALVAREZ Ruben Alexis,NA,1984-03-22,NA,NA,A,62 kg Men,0,1,290,-95,95,100,100,-120,120,-125,120,220
14,14,14,ACOSTA Mauro Raul,NA,1989-01-31,NA,NA,A,62 kg Men,0,1,290,85,-92,-96,85,110,117,-122,117,202
15,15,15,PINEDA MEJIA Jose Reinery,NA,1988-10-15,NA,NA,A,62 kg Men,0,1,290,80,-85,-85,80,100,-105,-105,100,180
NA,NA,NA,JOHNSON Derrick Rshone,NA,1985-01-06,NA,NA,A,62 kg Men,0,1,290,-115,-115,-115,NA,-140,-140,-145,NA,NA
1,2,1,PEREZ TIGRERO Mercedes Isabel,NA,1987-08-07,NA,NA,A,63 kg Women,0,1,290,98,101,102,102,123,126,-130,126,228
2,1,3,ESCOBAR GUERRERO Maria Alexandra,NA,1980-07-17,NA,NA,A,63 kg Women,0,1,290,98,101,102,102,122,125,-128,125,227
3,3,2,VEGA MORALES Geralee,NA,1986-07-22,NA,NA,A,63 kg Women,0,1,290,95,-98,98,98,122,125,-130,125,223
3,3,2,VEGA MORALES Geralee,NA,1986-07-22,NA,NA,A,63 kg Women,0,1,290,95,-98,98,98,122,125,-130,125,223
4,4,4,SANCHEZ Mari Leivis,NA,1991-10-08,NA,NA,A,63 kg Women,0,1,290,-93,93,96,96,110,-115,115,115,211
5,5,5,ACOSTA VALDEZ Luz Mercedes,NA,1980-12-22,NA,NA,A,63 kg Women,0,1,290,95,-98,-99,95,110,NA,NA,110,205
6,7,6,BATCHELOR Cortney Christine,NA,1991-05-09,NA,NA,A,63 kg Women,0,1,290,80,83,86,86,100,105,-108,105,191
7,8,8,ARMIJO PALOMOS Leslie Patricia,NA,1985-05-30,NA,NA,A,63 kg Women,0,1,290,81,86,-90,86,97,101,105,105,191
8,9,7,"NASCIMENTO SILVA A FERREIRA Eliane",NA,1981-04-25,NA,NA,A,63 kg Women,0,1,290,80,85,-90,85,100,105,-108,105,190
9,6,10,CASTANEDA GOMEZ Lucia Cecilia,NA,1981-07-08,NA,NA,A,63 kg Women,0,1,290,80,85,87,87,95,-101,-101,95,182
10,10,9,CARDENAS QUIROZ Angie Nikelly,NA,1994-01-28,NA,NA,A,63 kg Women,0,1,290,70,73,75,75,95,-100,100,100,175
11,11,11,GONZALEZ CONTRERAS Jessica,NA,1995-04-02,NA,NA,A,63 kg Women,0,1,290,-70,70,72,72,90,93,-95,93,165
12,12,12,CAJAS QUIROZ Yomara Esther,NA,1998-05-14,NA,NA,A,63 kg Women,0,1,290,65,68,70,70,88,-92,-92,88,158
13,13,13,AIDYMAR Ramirez Cintron,NA,1994-11-23,NA,NA,A,63 kg Women,0,1,290,65,70,-72,70,85,-88,NA,85,155
14,14,14,PRADO SEGURA Melania De Los Angeles,NA,1992-01-02,NA,NA,A,63 kg Women,0,1,290,50,-57,-57,50,-60,60,-70,60,110
1,1,1,FIGUEROA MOSQUERA Oscar Albeiro,NA,1983-04-27,NA,NA,A,69 kg Men,0,1,290,135,138,140,140,170,180,NA,180,320
2,2,2,MARQUEZ ONA Ediel,NA,1993-11-13,NA,NA,A,69 kg Men,0,1,290,132,137,138,138,162,167,-170,167,305
3,3,4,VASQUEZ VEGAS Edwar Jose,NA,1993-06-28,NA,NA,A,69 kg Men,0,1,290,130,134,138,138,160,165,-170,165,303
4,4,5,LUNA-GRENIER Francis,NA,1987-05-24,NA,NA,A,69 kg Men,0,1,290,-128,128,134,134,164,-169,-169,164,298
5,6,3,HERRERA CEPEDA Erik Elvis,NA,1994-07-28,NA,NA,A,69 kg Men,0,1,290,122,127,130,130,155,160,165,165,295
6,9,6,MUNOZ MARTINEZ Jonathan Antonio,NA,1995-11-10,NA,NA,A,69 kg Men,0,1,290,120,125,-130,125,150,155,160,160,285
7,8,7,SEVERINO PALMERO Nelson Alexis,NA,1990-10-08,NA,NA,A,69 kg Men,0,1,290,-127,127,-131,127,148,154,-160,154,281
8,7,8,MENDEZ Wellington Dias,NA,1982-10-24,NA,NA,B,69 kg Men,0,1,290,115,125,130,130,140,150,-160,150,280
9,10,9,LEON Alan,NA,1992-05-10,NA,NA,A,69 kg Men,0,1,290,115,120,124,124,145,150,-154,150,274
10,11,10,LANDRO RAMOS Luis G.,NA,1990-12-01,NA,NA,A,69 kg Men,0,1,290,-120,120,-130,120,140,150,-156,150,270
11,12,13,TERRONES MIRANDA Oscar Adrian,NA,1998-01-23,NA,NA,B,69 kg Men,0,1,290,108,112,115,115,-138,138,145,145,260
12,13,12,VACHON Nicolas,NA,1996-07-05,NA,NA,A,69 kg Men,0,1,290,-113,113,-116,113,-142,142,147,147,260
13,14,11,LORENZO PEREZ Julian Alberto,NA,1989-06-18,NA,NA,B,69 kg Men,0,1,290,103,109,112,112,142,147,-150,147,259
14,15,14,BATISTA VALDESPINO Juan Abdiel,NA,1990-05-27,NA,NA,B,69 kg Men,0,1,290,105,-110,110,110,135,140,143,143,253
15,16,15,MADRID DE LEON Kevin Alexis,NA,1996-08-31,NA,NA,B,69 kg Men,0,1,290,101,105,-110,105,133,138,-144,138,243
16,17,16,PENA HURTADO Eddi Fernando,NA,1979-12-29,NA,NA,B,69 kg Men,0,1,290,100,105,-110,105,127,-135,-135,127,232
17,18,17,HERNANDEZ FLORES Jorge Neptali,NA,1997-03-06,NA,NA,B,69 kg Men,0,1,290,100,-105,-105,100,125,-130,-130,125,225
NA,5,NA,VALENCIA ITURRALDE Enrique Clemente,NA,1988-09-18,NA,NA,A,69 kg Men,0,1,290,-128,128,133,133,-160,-160,-160,NA,NA
1,1,1,SOLIS ARBOLEDA Leidy Yessenia,NA,1990-02-17,NA,NA,A,69 kg Women,0,1,290,97,103,107,107,125,130,-135,130,237
2,2,2,CHIRINOS LEON Dayana Aracelis,NA,1991-10-04,NA,NA,A,69 kg Women,0,1,290,90,-95,95,95,112,118,121,121,216
3,6,4,MALLA HERAS Martha Lourdes,NA,1981-04-09,NA,NA,A,69 kg Women,0,1,290,88,91,-95,91,111,116,119,119,210
4,3,5,GURROLA ORTIZ Eva Alicia,NA,1994-05-17,NA,NA,A,69 kg Women,0,1,290,90,93,-96,93,110,115,-117,115,208
5,5,6,YASLEIDY Munis,NA,1995-05-17,NA,NA,A,69 kg Women,0,1,290,85,90,92,92,107,115,-117,115,207
6,7,3,MENEZES LACERDA Liliane,NA,1985-08-17,NA,NA,A,69 kg Women,0,1,290,85,-90,-90,85,110,119,120,120,205
7,4,9,HENRY Alexandria Eaton,NA,1989-05-11,NA,NA,A,69 kg Women,0,1,290,-92,-92,92,92,105,-108,-108,105,197
8,10,7,MARIELA DE LOS ANGELES Almaguer P.,NA,1992-10-24,NA,NA,A,69 kg Women,0,1,290,76,81,-85,81,102,108,110,110,191
9,8,8,"NAVARRO CASTILLO Rocio Yamileth",NA,1990-11-18,NA,NA,A,69 kg Women,0,1,290,80,83,-85,83,100,105,107,107,190
10,9,10,CRUZ HERNANDEZ Lesbia Marielis,NA,1987-09-10,NA,NA,A,69 kg Women,0,1,290,-82,82,-85,82,104,-107,-107,104,186
11,12,11,CELESTIN Medgina,NA,1998-02-07,NA,NA,A,69 kg Women,0,1,290,75,80,-83,80,95,100,-103,100,180
12,13,12,MATOS Yeritza,NA,1993-01-10,NA,NA,B,69 kg Women,0,1,290,70,75,80,80,90,97,100,100,180
13,14,13,FAMILIA CHECO Ernestina Mercedes,NA,1983-11-23,NA,NA,A,69 kg Women,0,1,290,80,-88,-90,80,100,-105,-105,100,180
14,11,15,BELTRAN FUENTES Camila,NA,1985-11-20,NA,NA,B,69 kg Women,0,1,290,75,-81,81,81,90,96,-100,96,177
15,15,16,CARCAMO LOPEZ Karla Lorena,NA,1991-11-08,NA,NA,A,69 kg Women,0,1,290,75,78,-80,78,95,-100,-100,95,173
16,16,14,BERRU MONDRAGON Danitza Disney,NA,1991-05-10,NA,NA,B,69 kg Women,0,1,290,67,72,74,74,88,93,96,96,170
17,17,17,ZAMORA RODRIGUEZ Laura Gabriela,NA,1991-12-20,NA,NA,B,69 kg Women,0,1,290,57,62,65,65,76,83,-89,83,148
18,18,18,ROSALES OBREGON Claudia Rebeca,NA,1987-05-13,NA,NA,B,69 kg Women,0,1,290,55,60,-65,60,75,82,-88,82,142
NA,NA,NA,ARES-PILON Marie-Josee,NA,1982-04-30,NA,NA,A,69 kg Women,0,1,290,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,1,VALOYES CUESTA Ubaldina,NA,1982-07-06,NA,NA,A,75 kg Women,0,1,290,105,109,111,111,129,132,136,136,247
2,7,2,ARTHUR Jenny Lyvette,NA,1993-12-11,NA,NA,A,75 kg Women,0,1,290,100,-104,-104,100,128,131,-135,131,231
3,2,3,DOMINGUEZ LARA Cinthya Vanessa,NA,1982-10-29,NA,NA,A,75 kg Women,0,1,290,102,-105,-105,102,123,127,-130,127,229
4,3,4,VALDES PARIS Maria Fernanda,NA,1992-03-17,NA,NA,A,75 kg Women,0,1,290,96,99,101,101,122,125,-127,125,226
5,4,6,ALBARRAN VENTURA Mileidy Del Carmen,NA,1988-08-14,NA,NA,A,75 kg Women,0,1,290,90,98,100,100,112,120,122,122,222
6,6,7,HERRERA Yarvanis Karina,NA,1989-12-13,NA,NA,A,75 kg Women,0,1,290,90,-98,100,100,112,-120,122,122,222
7,9,5,TENORIO SILVA Rosa Angela,NA,1984-10-02,NA,NA,A,75 kg Women,0,1,290,97,-103,-103,97,115,120,124,124,221
8,8,8,LIMA DE ARAUJO Monique Maria,NA,1992-05-30,NA,NA,A,75 kg Women,0,1,290,100,-105,-105,100,121,-124,-126,121,221
